1,รอผู้รับผิดชอบตรวจสอบ,1
2,ผู้รับผิดชอบตรวจสอบแล้ว,2
3,รอผู้บริหารตรวจสอบ,3
4,ผู้บริหารตรวจสอบแล้ว,4
